epsilon,m_pm,m_hds,alpha_pm,lambda_pm,alpha_hds,lambda_hds
0.0013387790355842341,1,1,6107384614547.3281,2141473.1378317927,6107384880702.1641,2141711.9978010347
0.0013439283807989775,1,1,6060660924960.0215,2133270.6961826524,6060661191114.709,2133509.5562543073
0.0013490975319379519,1,1,6014294643740.2578,2125099.6827014345,6014294909894.7969,2125338.5428758957
0.0013542865651806734,1,1,5968283037098.4141,2116959.976969169,5968283303252.8066,2117198.8372468324
0.0013594955569996717,1,1,5922623392154.7334,2108851.4590282734,5922623658308.9756,2109090.3194095348
0.0013647245841616083,1,1,5877313016779.4512,2100774.0093807955,5877313282933.5469,2101012.869866054
0.0013699737237284142,1,1,5832349239434.0498,2092727.5089866447,5832349505587.9951,2092966.3695762991
0.0013752430530584233,1,1,5787729409013.7744,2084711.8392618413,5787729675167.5684,2084950.699956293
0.001380532649807513,1,1,5743450894691.3389,2076726.8820767649,5743451160844.9824,2076965.7428764172
0.0013858425919302481,1,1,5699511085761.8486,2068772.5197544198,5699511351915.3408,2069011.3806596766
0.0013911729576810306,1,1,5655907391488.8691,2060848.635068693,5655907657642.2109,2061087.4960799604
0.0013965238256152519,1,1,5612637240951.7168,2052955.1112426345,5612637507104.9062,2053193.9723603197
0.0014018952745904513,1,1,5569698082893.8867,2045091.8319467292,5569698349046.9209,2045330.6931712416
0.0014072873837674773,1,1,5527087385572.6494,2037258.6812971891,5527087651725.5312,2037497.5426289388
0.0014127002326116539,1,1,5484802636609.8145,2029455.5438542408,5484802902762.543,2029694.4052936402
0.0014181339008939567,1,1,5442841342843.5713,2021682.304620422,5442841608996.1436,2021921.1661678846
0.0014235884686921798,1,1,5401201030181.5762,2013938.8490388952,5401201296333.9922,2014177.7106948369
0.0014290640163921221,1,1,5359879243455.0625,2006225.0629917532,5359879509607.3223,2006463.9247565907
0.0014345606246887702,1,1,5318873546274.1035,1998540.832798339,5318873812426.207,1998779.6946724905
0.0014400783745874882,1,1,5278181520883.9863,1990886.045213569,5278181787035.9316,1991124.9071974547
0.0014456173474052107,1,1,5237800768022.6768,1983260.5874262655,5237801034174.4648,1983499.4495203076
0.0014511776247716416,1,1,5197728906779.3809,1975664.3470574953,5197729172931.0098,1975903.2092621166
0.0014567592886304574,1,1,5157963574454.1758,1968097.21215891,5157963840605.6475,1968336.0744745363
0.0014623624212405141,1,1,5118502426418.7393,1960559.0712111008,5118502692570.0488,1960797.9336381578
0.0014679871051770604,1,1,5079343135978.0986,1953049.8131219491,5079343402129.249,1953288.6756608656
0.0014736334233329538,1,1,5040483394233.501,1945569.3272249959,5040483660384.4893,1945808.189876202
0.0014793014589198827,1,1,5001920909946.2705,1938117.5032778063,5001921176097.0977,1938356.366041733
0.0014849912954695908,1,1,4963653409402.7617,1930694.2314603485,4963653675553.4258,1930933.0943374287
0.0014907030168351148,1,1,4925678636280.2598,1923299.4023733661,4925678902430.7607,1923538.2653640353
0.0014964367071920108,1,1,4887994351514.0459,1915932.9070367797,4887994617664.3818,1916171.7701414744
0.0015021924510396003,1,1,4850598333165.3398,1908594.6368880717,4850598599315.5127,1908833.5001072304
0.0015079703332022149,1,1,4813488376290.334,1901284.4837806893,4813488642440.3438,1901523.3471147513
0.0015137704388304462,1,1,4776662292810.1992,1894002.3399824484,4776662558960.0439,1894241.2034318557
0.0015195928534023999,1,1,4740117911382.0908,1886748.0981739489,4740118177531.7676,1886986.9617391448
0.0015254376627249564,1,1,4703853077271.1436,1879521.6514469907,4703853343420.6562,1879760.5151284204
0.0015313049529350354,1,1,4667865652223.4502,1872322.8933030006,4667865918372.7949,1872561.7571011097
0.0015371948105008645,1,1,4632153514339.9971,1865151.7176514589,4632153780489.1729,1865390.5815666972
0.0015431073222232541,1,1,4596714557951.5742,1858008.0188083414,4596714824100.5811,1858246.8828411582
0.0015490425752368766,1,1,4561546693494.6455,1850891.6914945564,4561546959643.4834,1851130.5556454037
0.0015550006570115491,1,1,4526647847388.1641,1843802.6308343983,4526648113536.833,1844041.4951037299
0.0015609816553535279,1,1,4492015961911.3037,1836740.7323539946,4492016228059.8008,1836979.5967422659
0.0015669856584067947,1,1,4457648995082.1885,1829705.8919797749,4457649261230.5146,1829944.7564874429
0.00157301275465436,1,1,4423544920537.4951,1822698.0060369328,4423545186685.6494,1822936.8706644559
0.0015790630329195667,1,1,4389701727412.9922,1815716.9712478982,4389701993560.9731,1815955.8359957377
0.0015851365823673998,1,1,4356117420224.9839,1808762.6847308141,4356117686372.7935,1809001.5495994319
0.0015912334925057979,1,1,4322790018752.6992,1801835.043998024,4322790284900.3335,1802073.9089878846
0.0015973538531869752,1,1,4289717557921.52,1794933.9469545572,4289717824068.9805,1795172.8120661264
0.0016034977546087444,1,1,4256898087687.1533,1788059.2918966275,4256898353834.439,1788298.1571303732
0.0016096652873158451,1,1,4224329672920.6694,1781210.9775101331,4224329939067.7788,1781449.8428665246
0.0016158565422012799,1,1,4192010393294.416,1774388.9028691628,4192010659441.3467,1774627.7683486713
0.0016220716105076528,1,1,4159938343168.8032,1767592.9674345099,4159938609315.5586,1767831.833037609
0.0016283105838285129,1,1,4128111631479.9863,1760823.0710521915,4128111897626.564,1761061.9367793556
0.0016345735541097098,1,1,4096528381628.3359,1754079.1139519662,4096528647774.7354,1754317.9798036725
0.0016408606136507401,1,1,4065186731367.854,1747360.996745873,4065186997514.0742,1747599.8627225996
0.0016471718551061131,1,1,4034084832696.3696,1740668.620426761,4034085098842.4097,1740907.4865289889
0.0016535073714867155,1,1,4003220851746.5869,1734001.8863668304,4003221117892.4453,1734240.7525950416
0.0016598672561611814,1,1,3972592968677.9824,1727360.6963161817,3972593234823.6587,1727599.5626708602
0.0016662516028572685,1,1,3942199377569.5195,1720744.9524013645,3942199643715.0142,1720983.8188829969
0.0016726605056632403,1,1,3912038286313.1782,1714154.5571239372,3912038552458.4912,1714393.4237330111
0.001679094059029251,1,1,3882107916508.3145,1707589.4133590301,3882108182653.4438,1707828.2800960352
0.001685552357768739,1,1,3852406503356.8066,1701049.4243539129,3852406769501.7515,1701288.2912193404
0.0016920354970598231,1,1,3822932295559.0249,1694534.4937265697,3822932561703.7832,1694773.3607209132
0.0016985435724467066,1,1,3793683555210.5771,1688044.5254642775,3793683821355.1523,1688283.3925880326
0.0017050766798410815,1,1,3764658557699.8799,1681579.4239221949,3764658823844.2676,1681818.2911758593
0.0017116349155235509,1,1,3735855591606.4316,1675139.0938219444,3735855857750.6318,1675377.9612060171
0.0017182183761450364,1,1,3707272958599.9819,1668723.4402502184,3707273224743.9956,1668962.3077652003
0.00172482715872821,1,1,3678908973340.3794,1662332.3686573736,3678909239484.2041,1662571.2363037681
0.0017314613606689215,1,1,3650761963378.2144,1655965.784856041,3650762229521.8496,1656204.6526343524
0.0017381210797376347,1,1,3622830269056.229,1649623.595019734,3622830535199.6738,1649862.46293047
0.0017448064140808679,1,1,3595112243411.4722,1643305.7056814705,3595112509554.7256,1643544.5737251395
0.0017515174622226401,1,1,3567606252078.2065,1637012.0237323912,3567606518221.2695,1637250.8919095045
0.0017582543230659233,1,1,3540310673191.5615,1630742.4564203909,3540310939334.4331,1630981.3247314605
0.0017650170958941,1,1,3513223897291.9141,1624496.9113487476,3513224163434.5928,1624735.779794289
0.0017718058803724262,1,1,3486344327230.0073,1618275.2964747655,3486344593372.4922,1618514.165055295
0.0017786207765495006,1,1,3459670378072.793,1612077.520108415,3459670644215.0835,1612316.3888244512
0.0017854618848587365,1,1,3433200477010.0049,1605903.4909109841,3433200743152.0991,1606142.3597630481
0.00179232930611985,1,1,3406933063261.4023,1599753.1178937266,3406933329403.3013,1599991.9868823409
0.0017992231415403345,1,1,3380866587984.8076,1593626.3104165301,3380866854126.5093,1593865.1795422193
0.00180614349271696,1,1,3354999514184.7559,1587522.9781865722,3354999780326.2617,1587761.8474498638
0.0018130904616372669,1,1,3329330316621.9111,1581443.0312569968,3329330582763.2178,1581681.9006584184
0.0018200641506810715,1,1,3303857481723.126,1575386.3800255805,3303857747864.2339,1575625.2495656635
0.0018270646626219729,1,1,3278579507492.2251,1569352.9352334198,3278579773633.1338,1569591.8049126971
0.0018340921006288684,1,1,3253494903421.458,1563342.6079636109,3253495169562.165,1563581.4777826169
0.0018411465682674735,1,1,3228602190403.6182,1557355.3096399398,3228602456544.1255,1557594.179599212
0.0018482281695018493,1,1,3203899900644.8584,1551390.9520255798,3203900166785.1626,1551629.8221256568
0.0018553370086959327,1,1,3179386577578.1479,1545449.4472217886,3179386843718.2495,1545688.317463211
0.0018624731906150746,1,1,3155060775777.4155,1539530.7076666129,3155061041917.3135,1539769.5780499247
0.001869636820427592,1,1,3130921060872.3032,1533634.6461335956,3130921327011.9971,1533873.5166593415
0.0018768280037062973,1,1,3106966009463.6748,1527761.1757305018,3106966275603.1641,1528000.0463992292
0.0018840468464300813,1,1,3083194209039.6138,1521910.209898019,3083194475178.8965,1522149.0807102772
0.0018912934549854532,1,1,3059604257892.2197,1516081.6624084995,3059604524031.2969,1516320.5333648403
0.0018985679361681192,1,1,3036194765034.9409,1510275.4473646798,3036195031173.8096,1510514.3184656568
0.0019058703971845531,1,1,3012964350120.5786,1504491.4791984181,3012964616259.2397,1504730.3504445867
0.0019132009456535772,1,1,2989911643359.9082,1498729.6726694303,2989911909498.3599,1498968.5440613488
0.0019205596896079481,1,1,2967035285440.9287,1492989.9428640381,2967035551579.1704,1493228.8144022662
0.0019279467374959487,1,1,2944333927448.7222,1487272.2051939135,2944334193586.7534,1487511.0768790136
0.0019353621981829864,1,1,2921806230785.9365,1481576.3753948356,2921806496923.7559,1481815.2472273717
0.0019428061809531978,1,1,2899450867093.8628,1475902.3695254454,2899451133231.4707,1476141.2415059844
0.0019502787955110587,1,1,2877266518174.1318,1470250.1039660121,2877266784311.5259,1470488.9760951225
0.0019577801519829988,1,1,2855251875911.0029,1464619.4954172003,2855252142048.1831,1464858.3676954529
0.0019653103609190347,1,1,2833405642194.2178,1459010.4608988352,2833405908331.1821,1459249.3333268031
0.0019728695332943834,1,1,2811726528842.5181,1453422.9177486927,2811726794979.2686,1453661.7903269508
0.001980457780511109,1,1,2790213257527.6729,1447856.7836212707,2790213523664.2065,1448095.6563503968
0.0019880752143997611,1,1,2768864559699.1211,1442311.9764865802,2768864825835.438,1442550.8493671541
0.0019957219472210232,1,1,2747679176509.1899,1436788.414628935,2747679442645.2871,1437027.287661538
0.0020033980916673668,1,1,2726655858738.8735,1431286.0166457468,2726656124874.7534,1431524.8898309637
0.0020111037608647126,1,1,2705793366724.2002,1425804.7014463276,2705793632859.8594,1426043.574784745
0.0020188390683740973,1,1,2685090470283.1353,1420344.3882506939,2685090736418.5742,1420583.2617428994
0.0020266041281933474,1,1,2664545948643.0698,1414904.9965883738,2664546214778.2861,1415143.8702349591
0.0020343990547587593,1,1,2644158590368.8374,1409486.4462972251,2644158856503.8325,1409725.3200987827
0.0020422239629467832,1,1,2623927193291.3174,1404088.6575222518,2623927459426.0894,1404327.5314793778
0.0020500789680757275,1,1,2603850564436.5215,1398711.5507144227,2603850830571.0698,1398950.4248277145
0.0020579641859074346,1,1,2583927519955.3306,1393355.0466295134,2583927786089.6533,1393593.9208995709
0.0020658797326490157,1,1,2564156885053.6245,1388019.0663269183,2564157151187.7222,1388257.940754344
0.0020738257249545418,1,1,2544537493923.082,1382703.5311685037,2544537760056.9526,1382942.4057539019
0.0020818022799267721,1,1,2525068189672.4258,1377408.3628174416,2525068455806.0684,1377647.2375614196
0.0020898095151188774,1,1,2505747824259.2271,1372133.4832370563,2505748090392.6411,1372372.3581402234
0.0020978475485361747,1,1,2486575258422.2173,1366878.8146896751,2486575524555.4023,1367117.6897526423
0.0021059164986378634,1,1,2467549361614.1323,1361644.2797354809,2467549627747.0879,1361883.1549588626
0.0021140164843387733,1,1,2448669011935.0591,1356429.8012313731,2448669278067.7827,1356668.6766157856
0.0021221476250111162,1,1,2429933096066.2891,1351235.302329829,2429933362198.7808,1351474.1778758911
0.0021303100404862448,1,1,2411340509204.6943,1346060.7064777729,2411340775336.9541,1346299.5821861054
0.0021385038510564188,1,1,2392890154997.5923,1340905.9374154466,2392890421129.6182,1341144.8132866733
0.0021467291774765773,1,1,2374580945478.1074,1335770.9191752875,2374581211609.8979,1336009.7952100337
0.002154986140966124,1,1,2356411801001.0205,1330655.5760808026,2356412067132.5762,1330894.4522796967
0.0021632748632107023,1,1,2338381650179.1509,1325559.8327454631,2338381916310.4697,1325798.7091091361
0.0021715954663639988,1,1,2320489429820.1631,1320483.6140715871,2320489695951.2446,1320722.4906006716
0.0021799480730495375,1,1,2302734084863.9043,1315426.845249234,2302734350994.748,1315665.7219443657
0.0021883328063624914,1,1,2285114568320.1953,1310389.4517551016,2285114834450.7998,1310628.3286169183
0.0021967497898714924,1,1,2267629841207.1133,1305371.3593514294,2267630107337.4775,1305610.2363805715
0.0022051991476204559,1,1,2250278872489.7324,1300372.494084903,2250279138619.8555,1300611.3712820134
0.0022136810041304068,1,1,2233060639019.3462,1295392.7822855648,2233060905149.2275,1295631.6596512885
0.0022221954844013152,1,1,2215974125473.1455,1290432.1505657283,2215974391602.7837,1290671.0281007134
0.0022307427139139384,1,1,2199018324294.3616,1285490.5258188965,2199018590423.7559,1285729.4035237934
0.00223932281863167,1,1,2182192235632.8679,1280567.8352186857,2182192501762.0171,1280806.7130941467
0.0022479359250023975,1,1,2165494867286.2307,1275664.0062177486,2165495133415.135,1275902.8842644293
0.0022565821599603618,1,1,2148925234641.2256,1270778.9665467108,2148925500769.8833,1271017.8447652692
0.0022652616509280378,1,1,2132482360615.7673,1265912.644213099,2132482626744.1772,1266151.5226041949
0.0022739745258179992,1,1,2116165275601.3315,1261064.9675002862,2116165541729.4939,1261303.8460645825
0.0022827209130348112,1,1,2099973017405.7842,1256235.8649664314,2099973283533.6965,1256474.7437045935
0.0022915009414769213,1,1,2083904631196.6494,1251425.2654434277,2083904897324.3113,1251664.1443561234
0.0023003147405385605,1,1,2067959169444.8247,1246633.0980358527,2067959435572.2349,1246871.9771237529
0.0023091624401116477,1,1,2052135691868.7163,1241859.2921199247,2052135957995.874,1242098.1713837024
0.0023180441705877041,1,1,2036433265378.8118,1237103.7773424627,2036433531505.7163,1237342.6567827931
0.002326960062859778,1,1,2020850964022.6611,1232366.4836198455,2020851230149.3113,1232605.3632374073
0.0023359102483243698,1,1,2005387868930.2954,1227647.3411369845,2005388135056.6902,1227886.2209324583
0.0023448948588833713,1,1,1990043068260.0513,1222946.2803462902,1990043334386.1904,1223185.1603203595
0.0023539140269460048,1,1,1974815657144.8218,1218263.2319666513,1974815923270.7034,1218502.112120002
0.0023629678854307861,1,1,1959704737638.6907,1213598.1269824079,1959705003764.3132,1213837.0073157283
0.0023720565677674689,1,1,1944709418664.0166,1208950.8966423399,1944709684789.3801,1209189.7771563223
0.0023811802078990193,1,1,1929828815958.8914,1204321.4724586525,1929829082083.9951,1204560.3531539906
0.0023903389402835881,1,1,1915062052025.0081,1199709.786205966,1915062318149.8508,1199948.6670833561
0.0023995328998964922,1,1,1900408256075.9297,1195115.7699203095,1900408522200.5098,1195354.6509804518
0.0024087622222322049,1,1,1885866563985.7483,1190539.3558981218,1885866830110.0659,1190778.2371417175
0.0024180270433063517,1,1,1871436118238.1492,1185980.4766952507,1871436384362.2021,1186219.3581230047
0.002427327499657714,1,1,1857116067875.8481,1181439.0651259613,1857116333999.6357,1181677.9467385809
0.0024366637283502429,1,1,1842905568450.4297,1176915.0542619454,1842905834573.9514,1177153.9360601408
0.0024460358669750786,1,1,1828803781972.5598,1172408.377431334,1828804048095.814,1172647.2594158181
0.0024554440536525782,1,1,1814809876862.5808,1167918.9682177156,1814810142985.5669,1168157.8503892042
0.0024648884270343503,1,1,1800923027901.4932,1163446.7604591588,1800923294024.2095,1163685.6428183697
0.0024743691263052975,1,1,1787142416182.2988,1158991.688247235,1787142682304.7449,1159230.5707948897
0.0024838862911856761,1,1,1773467229061.717,1154553.685926046,1773467495183.8911,1154792.5686628681
0.0024934400619331409,1,1,1759896660112.2917,1150132.6880912611,1759896926234.1936,1150371.5710179771
0.0025030305793448228,1,1,1746429909074.835,1145728.6295891486,1746430175196.4636,1145967.5127064886
0.0025126579847594001,1,1,1733066181811.2549,1141341.4455156191,1733066447932.6089,1141580.3288243148
0.0025223224200591819,1,1,1719804690257.7324,1136971.0712152661,1719804956378.8108,1137209.9547160524
0.0025320240276721991,1,1,1706644652378.2664,1132617.4422804147,1706644918499.0679,1132856.3259740297
0.0025417629505743041,1,1,1693585292118.5635,1128280.494550172,1693585558239.0869,1128519.3784373566
0.0025515393322912772,1,1,1680625839360.2893,1123960.1641094817,1680626105480.5347,1124199.0481909791
0.0025613533169009405,1,1,1667765529875.6692,1119656.3872881823,1667765795995.634,1119895.2715647388
0.0025712050490352845,1,1,1655003605282.4246,1115369.1006600678,1655003871402.1086,1115607.9851324328
0.0025810946738825942,1,1,1642339312999.0735,1111098.2410419558,1642339579118.4753,1111337.1257108813
0.0025910223371895993,1,1,1629771906200.5479,1106843.7454927503,1629772172319.6667,1107082.6303589914
0.0026009881852636085,1,1,1617300643774.1814,1102605.5513125218,1617300909893.0161,1102844.4363768362
0.0026109923649746741,1,1,1604924790276.0068,1098383.5960415779,1604925056394.5559,1098622.4813047266
0.0026210350237577547,1,1,1592643615887.3997,1094177.8174595453,1592643882005.6626,1094416.7029222918
0.0026311163096148882,1,1,1580456396372.053,1089988.1535844512,1580456662490.0281,1090227.0392475622
0.0026412363711173724,1,1,1568362413033.2786,1085814.5426718111,1568362679150.9644,1086053.4285360561
0.0026513953574079552,1,1,1556360952671.6362,1081656.9232137178,1556361218789.033,1081895.8092798695
0.0026615934182030315,1,1,1544451307542.8909,1077515.2339379366,1544451573659.9968,1077754.1202067705
0.0026718307037948514,1,1,1532632775316.2815,1073389.413807,1532633041433.095,1073628.3002792946
0.0026821073650537324,1,1,1520904659033.1191,1069279.402017311,1520904925149.6396,1069518.2886938476
0.0026924235534302862,1,1,1509266267065.6963,1065185.1379982438,1509266533181.9233,1065424.0248798069
0.0027027794209576479,1,1,1497716913076.5144,1061106.5614112539,1497717179192.4451,1061345.4484986307
0.0027131751202537145,1,1,1486255915977.8174,1057043.6121489878,1486256182093.4521,1057282.4994429692
0.0027236108045234062,1,1,1474882599891.4348,1052996.2303343955,1474882866006.7715,1053235.1178357748
0.002734086627560907,1,1,1463596294108.9448,1048964.3563198512,1463596560223.9827,1049203.2440294249
0.0027446027437519416,1,1,1452396333052.1267,1044947.9306862728,1452396599166.865,1045186.8186048407
0.0027551593080760487,1,1,1441282056233.7212,1040946.8942422456,1441282322348.1587,1041185.7823706105
0.0027657564761088649,1,1,1430252808218.4939,1036961.1880231512,1430253074332.6287,1037200.0763621185
0.0027763944040244165,1,1,1419307938584.5898,1032990.7532902975,1419308204698.4214,1033229.6418406761
0.0027870732485974236,1,1,1408446801885.1921,1029035.5315300528,1408447067998.7188,1029274.4202926548
0.0027977931672056064,1,1,1397668757610.4668,1025095.4644529856,1397669023723.6877,1025334.3534286257
0.0028085543178320094,1,1,1386973170149.8015,1021170.4939930023,1386973436262.7158,1021409.3831824991
0.0028193568590673258,1,1,1376359408754.335,1017260.5623064945,1376359674866.9409,1017499.4517106691
0.002830200950112233,1,1,1365826847499.7705,1013365.6117714859,1365827113612.0674,1013604.501391163
0.0028410867507797518,1,1,1355374865249.4656,1009485.5849867791,1355375131361.4519,1009724.4748227862
0.0028520144214975824,1,1,1345002845617.8286,1005620.4247711167,1345003111729.5032,1005859.3148242844
0.0028629841233104802,1,1,1334710176933.9688,1001770.0741623335,1334710443045.3303,1002008.9644334959
0.0028739960178826283,1,1,1324496252205.6355,997934.47641651821,1324496518316.6833,998173.36690651253
0.0028850502675000175,1,1,1314360469083.4368,994113.57500717789,1314360735194.1692,994352.46571684477
0.00289614703507284,1,1,1304302229825.324,990307.31362440449,1304302495935.7397,990546.20455458714
0.0029072864841378893,1,1,1294320941261.3521,986515.63617404434,1294321207371.4502,986754.52732558991
0.0029184687788609692,1,1,1284416014758.7114,982738.486776873,1284416280868.4907,982977.37815063144
0.0029296940840393164,1,1,1274586866187.0212,978975.80976777,1274587132296.4802,979214.70136459474
